word,sentiment
yhdessä iloinen,1
idiotistista,-2
kellaa,1
muussaturha,1
kosteaihoinen,-1
valmiiksipilaantuneita,1
hyväksiluettavista,1
lomattorkku,1
kiinnostaaaaa,1
laitttomaksi,-1
kuuuuukaaan,1
tikkunapostelevaa,1
äkkiiiii,1
hurrrrrrrrrr,1
pakkoryyppäys seuraan,1
vihaset,-1
vaankiltti,1
puupaaluttaa,1
kiivaamin,1
paaskana,-1
hyväm,1
harmaaaaa,1
harmaaaa,1
koulu kiusattu,-1
istukkatyyppinen,1
kuumottaapaskajaakko,-1
myokkaava,1
hyvälläprosentilla,1
katkeranmakuinen,-2
ihastuminen rakastuminen pettyminen,2
tyylikkäinen,1
pc liikkeistä,1
kuulaayksi,1
saaana,1
ylllättäen,1
ruotsinosaamattomuus,1
halitella,1
britti hullu,-2
hyväksyttävävissä,1
uusinakki,1
metallinenrataslaatikko,1
fysiikaasta,1
haamaan,1
voimakkuusasteinen,1
euuuu,1
euuuuuuu,1
hyökäävästä,-2
pahanteostaryhdistyk,-1
muka avoinmieliset ja suvaitsevaiset,-1
rinnakkainenkaasuputki,1
huonekaluliikkeinen,1
super,1
uskaltaaotaa,1
paskasellaan,-1
omiiituisia,1
oscar ehdokkuuksiakin,1
mätätty,-1
kiinnileikkautunut,1
hyväksii,1
kkiusaantunut,-1
tarttuuu,1
vaikkenn,1
hyväavuton,1
vfxxhklmm,1
buhaaaaaaa,1
masennustapainen,-1
maailmanloppupileisiin,1
hyökkäysristeilläohjuskauppa,-2
persunousukkaan,1
viikkoaiemmilta,1
pahast,-1
paskentaa,-1
menkkamaisii,1
taaamassa,1
vastauksiaaa,1
hyväksytäänkä,1
amerkkka,1
maajussii,1
kiusallisita,-1
kottaa,1
sukkii,1
lukkomahdollinenuusi,1
rauhallinenn,1
pahaöta,-1
paskamaho,-1
paskinkin,-1
parhaammaasta,1
suruinenmatka,-1
moraalintappavaa,-1
vapaatyyppinen,1
itsemurhaatuntuu,-3
liiittämässä,1
ihailessa,1
laittaa,1
moukkamainen,-1
valehtelmalla,-1
heikkokuuloinen,1
sionisti rikollinen,-1
suuru,-1
sharmikkaan,1
nöyryttävää,-1
korruptiococcare,-2
aikarauhallista,1
narsistiriippuvainen,-1
paskaksi,-1
hyväksikäytettävä,-2
rikkkinäisiä,-1
rikkinäinen,-1
pervyi,-2
pahaenne,-1
neuropaattisii,-1
neuroottinen,-1
voimalkkaalle,1
vähämeikkisyys,1
surullien,-1
paskottaa,-1
surmaajavanha,-2
viisaammille,1
narsisesta,-1
kuusaalle,1
hyväkutnonen,1
hoikkanormaali painoinen,1
hyvännnäköinen,1
pahasanainen,-1
hengellinenpelkk,1
tyhmäki,-1
epäreiluu,-1
kusiongelmainen,-1
pahahenkinen,-1
ihguuuu,1
mahdotontapahinta,-1
seksuuaalista,1
illoinen,1
idiotistimin,-2
kiusahenkinen,-1
huijakseksi,-2
iloiisi,1
kauniseen,1
propagand,-1
duupaa,-1
tunkettu,-1
hyväksikäyttönyt,-2
suosikkii,1
suosikki,1
vahingoittaa perusteinen,-1
huumormiehii,1
hyyyyvä,2
vittus,-3
vainosinosi,-2
paha aste,-1
rauhallista,1
valehlevat,-1
pakkomyyty,-1
pahat,-1
hyvämerkkinen,1
herkkänokkainen,1
välkkyätäkki,1
viisaita tyhmiä,-1
pilluasaamaton,-1
valeheteli,-1
vittuillaa,-3
paskimman,-1
perkelellä,-1
rikollinenmainen,-1
anarkososialististen,-1
hyväkskäytetyksi,1
kiukkuuntunut,-1
kiukkuinen,-1
tuhopitävä,-1
homo ystävällinen,1
ihanaoot,1
energinensiit,1
ihastuskaverii,1
kirkkaaltataivaalta,1
viiriili,1
musiikaalinen,1
voimakkaamat,1
ärsyttävä,-1
viisaammattuli,1
luu syöpä,-1
suolisto syöpä,-1
haima syöpä,-1
vaatiivassa,1
kiinnitarraajia,1
liimahuuruinen,-1
idioottinatiaiset,-2
rumaruokainen,-1
paskantärkeen,-1
tuhotkäyvät,-1
aktiivinen,1
hyvähalpa,1
masennustaipuvainen,-1
saaatanaa,-1
paskimasta,-1
ärsytttävä,-1
vittutyhmä,-3
narsistivanha,-1
pahansuopa,-1
pilallinen,-1
epätoivosessa,-1
viisaamaksi,1
värikkääät,1
värikäs,1
iloista,1
viiittuuu,-4
kivvvvvvvvvvvvvvvvvaa,1
hyväksikäyttäviä,-2
huuurjassa,1
hirrveä,-1
väkivaltasempaan,-1
hyviii,1
kiusatakses,-1
huuuuuuutava,1
tiedossaihana,1
halvahko,-1
suurempaaei,1
ystävälinen,1
kyykkymallinen,1
pahailkeä,-1
halvanäköinen,-1
rauhallinenuusi,1
oikeudenmukaisuudestaa,1
vastauksiaaaaa,1
hyväilinpimppiä,1
ilosennäköinen,1
hyvällätuurilla,1
oikeestaaan,1
sairastaaaika,1
pedofiliarikollinen,-4
kiusataväite,-1
petosvakuuttaa,1
viinaakittaavaa,1
suuttuttaa,1
rumamuotoinen,-1
likkii,1
vittumeisempaa,-3
niinkovaa,1
muka loukkaantuivat,1
pahineri,-1
väkirikkaisssa,1
sielutyhjä,1
ilmaatuu,1
pahatahtoinen,-1
ihastutta inhottaa,-3
mmiiksi,1
huomattaa,1
koekuvaamaan,1
kaksipiikkinen,1
maanantaiaamuinen,1
kiintyyko,1
valehteltevat,-1
suurimaalinen,1
maaapallo,1
ääännnntinen,1
babypinkki,1
osakkaillekuuluvaa,1
hyväluinen,1
stressitäyteinen,-2
kiusiminen,-1
mokkasaappaatkes,1
tippaakka,1
tuskatäytteinen,-1
terkkariikin,1
kiusatatakki,-1
kaunotar tasoinen,1
vappuviikkoloppu,1
tehokkaanpaa,1
kuukissanjuustokuu,1
suomisisuuusi,1
paskomis,-1
muuuusi,1
kuollakkaan,1
demonistisia,-1
demonistisina,-1
huumeriippivaiset,1
musiikkiammattilainen,1
iltasuukko,1
uustulokkaita,1
vankkapuu,1
kaveriit,1
kokkola helsinki kokkolapaska,-1
hyvä veli,1
nazi firman,-2
laitaaa,1
kuusaank,1
raivoisssaa,-2
tiedottaavastuu,1
pahissa,-1
bbbbbbb,1
nurkkakuntalainenuusi,1
hyväksikkin,1
syntisenkiihottava,-1
hyväksyminem,1
maahanmuuttoskeptinen,1
luuraaka,1
masennus rentouttautumis,-1
kapinallinenluontoinen,-1
automaattiinsummaksi,1
kiusanu,-1
uhkaavasävyinen,-1
sinullekkaan,1
kiinnostaiskaa,1
paskaasuolla,-1
viisaamalla,1
sekuulostaa,1
viisaammaan,1
valelääkärikaltainen,-1
maakuntapoliittinen,1
hyväkskäytetyks,1
suurestikkin,1
valmiiina,1
neliviikkoinen,1
kiusalainen,-1
anonyymisuus,1
uusmaalaisiksi,1
surutkateellisuus,-1
tyypppi,1
jaappanilainen,1
kiirelliseeen,1
hyväkropppane,1
aseluvallinen,-1
tuskaine,-1
vakkuutena,1
ensiviikko,1
ilosempana,1
vihava,-1
kuumepaa,1
laitoon,-1
hillittykaunis,1
idiootimpaa,-2
kaveritapaamis,1
vastustaaa,1
kostoluonteinen,-1
terroriluonteinen,-3
piikkikorkoinen,1
vainoharhainenuusi,-2
marsssittaa,1
hyvännääköinen,1
kuukkarissa,1
perveke,-2
pettäää,-2
super huono,1
oikeeestiiiiiii,1
idioottinmaisempia,-2
mooooonta,1
nöyrytävä,-1
paikassamiss,1
vaatiinut,1
haiskahtaaaa,1
paskaaaaaaaa,-2
haukaamaan,1
mustasukkaisuttaa,1
parisiilaishuoraa,-2
kiihkoateisti suvaitsevainen,1
rokkarityylinen,1
kiusallistaa,-1
suklaapuotii,1
vaakuuspelleilyyn,1
liinavaatteethuolto,1
kokkanokkainen,1
tiiviit,1
flirttaillahalu,1
köööööööyhä,1
katosivatvihaan,-1
pahaaaaa,-2
punkkari kapinallinen,-1
maahanmuutajataustainen,1
maallikkokristitty,1
kokkolaassa,1
pakkolopettaa,1
laattaapv,1
esimtiukkaa,1
muutenkaanlapsi,1
keskiviikkoo,1
kirjallisuusintensiivinen,1
sukupuolllinen,1
suvaitsevaisutta,1
hakemaa ylpeä,1
yllätysellinen,1
ukkelipökkelö,-1
väkivaltarikolisten,-1
spuge,-1
paatuneellekkin,-1
paatunut,-1
kauneimmillasi,1
uhkapeliriippuvainen,-1
pahaatuulta,-2
rikollisisimman,-1
paskottuu,-1
raakalainenjoukko,-1
vihaikseksi,-1
vastavuoroisuuttaa,1
tyydytttävä,1
suurudenhullu,-1
hyvänkinnäköinen,1
innokkaamminen,1
innokas,1
hyväksikäyttämä,-2
hautalaksi,-1
näsäviisaa,-1
näsäviisas,-1
pelkuriraukka,-1
hymyolevä,1
pahavoima,-1
kaunisnäköinen,1
hyötyäki,1
kovaaa,1
vihavihreä,-1
vahingolllista,-1
myrkkyhajuinen,-1
tuhouusi,-1
raiskausrikoksoista,-3
mailmanluokkaa,1
rauhaarakastava,1
rauhaarakastavaan,2
rikollinenjengiläinen,-1
hyväksikäyttäviksi,-2
ampumavalmis,-1
väkivaltahakuinen,-1
vaaatimisena,1
kauheakerros,-1
iiihku,1
romu,-1
idiootimaisin,-2
ihaaaaanaaaa,2
kusesessa,-1
hyväluontonen,1
viisaaman,1
uuttavastaavasta,1
viituttaa,-1
rikolliset,-1
vittuuntumis,-3
viinanhuuuruisen,1
myrkyta,-1
ruuttaa,1
hyvähampainen,1
hyväkätinen,1
perverti,-2
runsaastii,1
valkkaajien,1
poikkiksenkaa,1
hhauskaa,1
ihanaaah,1
tunnnustaa,1
pumputtaa,1
perkkeleestä,-1
pakkiin uho,1
painostaaa,1
eisennytniinvälii,1
ammutuima,-1
ihhanaa,1
yllätuksenä,1
ystävuen,1
yllätyskallis,-1
aukikamu,1
yli ihana,1
kiirellisyys,1
rokkityylinen,1
vahinkopalvellakauppa,-1
asennevammaisii,-1
happeaaaaaaaa,1
aikaaan,1
jipppiiii,1
äärikarismaattinenuusi,1
uus orjuus,-2
peliriippuvasuu,-1
yllätttäen,1
vastaanvanlaisiin,1
palkkasaadaystävällinen,1
iihhana,1
iihhanaa,1
asemetallinen,-1
kaunissanainen,1
upeaaan,1
rauhallisempiminulla,1
viisaaampi,1
kiitoliinen,1
saiiiraan,1
syntisairas,-1
pahint,-1
laaaninen,1
ikikiitolllisia,1
sabotointierinlaiset,-1
vilkaistakkaan,1
viikkomittainen,1
meshiaanisjashiaanisten,1
kaunosanainen,1
syyllisyydentuntoinen,1
herrrkullinen,1
epänormaalia,-1
typerää,-1
vittuillaaan,-4
pedofiilimyönteinen,-4
tyhmämielinen,-1
laitossulkea,-1
huuhaapaska,-1
hauska,1
liikkuva,1
väjhähiilihydraattinen,1
kusettelu,-1
kiinnostaaainut,1
rikastuuu,1
mielenkiintoisempii,1
manipulatiivisia,-2
iloisaa,1
puupaa,-1
pervoo,-2
pirtsakkaan,1
kapinahenkinen,-1
normaaliaanella,1
lomallanetiss,1
rikkaapia,1
seksikkkäämpiä,1
hyötysuhteinen,1
osoitakkaan,1
kaverivanha,1
tuunkaa,1
vajaaa,1
kaunokielinen,1
kommunisti vasemmistoliitto vihreä,-2
valkkamaan,1
itsemurharhasta,-3
ruotsalaiiin,1
lahjoitellut,-1
vaivaaannuttavalta,1
liinakko,1
helsinki vantaa espoo kauniainen,1
ostetaaan,1
nääntyäkuuri,-1
maahanmuuttoaiheinen,1
vainottaa,-3
tunnistaaa,1
vahinkoriski,-1
tollo peloton,1
tarkoittaahaan,1
itseriittoinenuusi,1
naisellinen,1
pääuuutinen,1
hymynaamainen,1
itkettämllä,-1
tiedonhaluunsaa,1
massiivinenluokka,1
vaativanpaan,1
kiinnosaa,1
kultuuuu,1
sensuhteen,-1
löeikkaa,1
itkenykki,-1
vauvatekoikäinen,1
tappaajaa,1
haluukkaan,1
ruuanpilasit,-1
taipuissaa,1
vaaleatukkainenon,-2
paskasessa,-1
kymppi maukkaat,1
yllättäyi,1
likkkunut,1
hyväkuntone,1
runkkupaikka,1
vitttttuttaa,-4
asemman,-1
inhohaa,-2
kaikkiavihaan,-1
vahinkolaakaus,-1
muokkaamaunu,1
niinnii,1
pilanut,-1
surumielinen,-1
rauhallliset,1
palkkasaadapuolue,1
kuniimkaallinen,1
kuniinkaallinen,1
vakiinnuttaa bisnes,1
kusetteaan,-1
inhottalta,-2
super selkeä,1
nollamaadoittaa,1
somaalisotilaat,1
alleviivaamis,1
viivaamis,1
kuunneltavaaesim,1
ainoostaaan,1
hyväksukäyttöön,1
niiiku,1
vaarallienn,1
huviittavaa,1
yksikertaisuuttaan,1
kauniitkasvot,1
julkistaavelvollisuus,1
myyniissä,1
ihaailtavaa,2
liukkaat,1
parkkipaikkalla,1
palukkaa,1
viimeiaikaisiin,1
pervous,-2
miettiä todella tarkkaan,1
ikanoooooooooooooooon,1
liiikkeellä,1
vainoharhasia,-2
naakkapuistoonkaunis,1
helpotttamaan,1
miielenkiintoinen,1
kaveraataan,2
liiika,1
riskialttiinpaa,1
aikaarahaa,1
veikkolaa,1
pahan,-1
kiusaajii,-2
viiikonimolimoikeinnmukava,1
uunihauduttaa,1
bff,3
voikkaammat,1
vtuttaaaaaa,1
kuulmma,1
paskotuttanut,-1
rakastaa,2
laki sieluton,1
arvokaakaaksi,1
marokkolaisuutta,1
fisaaa,1
saadauusi,1
katttttainen,1
apuvaaaa,1
olennyyyksinäinnen,1
uudellamaata,1
nöyryytetiin,-2
wooooo ooooo,1
kasaarijuutalainen,1
huippuosaavaa,1
vaaliitukea,1
selväkuuloinenuusi,1
kypsäää,1
mobiiilidataa,1
kiiimanen,1
tukkaaen,1
vaaalean,-2
kaksinaamainenuusi,1
kiusaamandi,-1
valehtelijks,-1
ittekkii,1
hyväkuntoisia,1
traconviii,1
vihreä hyvä,1
saatanasuuri,1
lämminvesivaaraaika,1
valittaaanne,1
vanhaakansaa,1
kulbihouse musiikkii,1
paniikkikohatukset,1
sairaanpaa,1
pahastisiksi,-1
maagiikka,1
ikävääpukkaa,1
vapaamuurarivetoinen,1
työttöminen,-1
hulllu,-2
tuhoitui,-1
riivaaa,1
uutinentotuus,1
seuraavaalta,1
kalliinpaan,1
laatikkopohjainen,1
rakkaaat,1
minsaaa,1
tavallisiiin,1
onpahimpia,-1
puunaamainen,1
työmaaaikainen,1
kaunisääninen,1
kiduttaaa,-3
riikkimustalainen,1
laittamlla,-1
hnkkaa,1
kuseltä,-1
nuivaannuttamaan,1
hyökkimästä,-2
haaastaa,1
mätämena,-1
hyökkailevälle,-2
lonkkaleikkausistaolen,1
maailmakuuluisa,1
vainoomiseksi,-2
vainoominen,-2
ihanaa myös,1
tyranosaurus,-1
sinkkuudenparisuhteen,1
vaatiaa,1
halukkaat,1
vvyjkkt st,1
paras,1
kiinniii,1
hiekkelaatikoilta,1
sonosaudioliikkees,1
muuttaa,1
betoniviidakkomainen,1
meikkkivoide,1
kalalokkii,1
vihanpurkaukisana,-1
raskaanpaa,1
vihonviimeisenä,-1
terroristipomo,-3
mulle yks ihana,1
kuseksintaa,-1
kuulumisettakki,1
saakaatuakokolaitos,1
asennusystävällinen,-1
kreikkalainentyylinen,1
tuskapunainen,-1
pahimmillaa,-1
kiusattui,-1
ruotsalainenherkkusuu,1
teak viiluttaa,1
maalinenliitto niminen,1
pahajainen,-1
siljuuuu,1
hyötyt,1
hyväksyys,1
miikkulainen,1
nihilistinen anarkistinen,-1
verkkouutisetfi,1
tummaoptiikka,1
paskanuti,-1
auttomaatioteknikka,1
vittumainenemi,-3
cd asemallinen,-1
ostettuuu,1
alkuviikkoinen,1
hanakkaampia,1
kauneinen,1
hiilihydraatinen,1
idiootilleaivan,-2
laittauneena,-1
maahanmuuttaja avusteinen,1
seuraaana,1
kasaantaa,1
viitattaisiis,1
aktiisempaa,1
kiinnisaadutkin,1
öyhöpersuilta,-1
poltakkaa,-2
kuristavasta,-3
haastaatakki,1
hyväksikäyttön,-2
halvaantuamy,-1
kuvailuuunei,1
nkvastaavaa,1
niiiiiiiiiiiiiiiiiiiiiin,1
kikkaamaa,1
isänammllisuusperiaatteella,1
jälkeeee,1
tunuuu,1
kasvakkaan,1
kavveripiiriläinen,2
lämpölaajentaa,1
viitaavia,1
tallaamaasta,1
viittiiks,1
vapaamuurarilah,1
suloinen,1
tuulevaisuudessa,1
kaunainentraumaattinen,1
turhaaaaaaaaaaaa,1
viiruksii,1
luulevaisuus,1
pikkuriikkisen,1
sinnikkaat,1
perunaariisiäpastaa,1
salaattialihaa,1
niiinhyvä,1
nouseeeee,1
pahaa,-1
korjaamokatsastaa,1
lattomuus,1
piiskaviiksinen,-1
viherdemarimegahyysäyspäänsilittelyhyssyttelypolitiikka,-2
väkivaltaisa,-1
tuskallissta,-1
kokoomuskovatarvotköyhätkyykkyynminäminäminä,-2
tyhmat,-1
kiinteäakku,1
perstaskussahakkuut,1
yllätyneitä,1
ahkera,1
halvaksivillein,-1
hyysärilinjaa,-1
paskane,-1
esteettisempikauniit,1
kapinalliet,-1
vaaraliisen,1
korruptiokepuliloinen,-2
hyvältätuntuva,1
valehtelemas,-1
perkelerikollinen,-1
semihauskaamukavaa,1
pahitteeksieli,-1
vihoviimmeinen,-1
nenä syöpä,-1
hyvälänviikin,1
hautla,-1
kusetust,-1
valevasemmistolainen,-1
paraas,1
ihastuuu,1
huhti syyskuu,1
jotaarkka,1
pahatuntuinen,-1
halvantunut,-1
bitlyyymbns,1
kiusatka,-1
viidakkon,1
hyväksikäytetyks,-2
ilosempi,1
suomi myytävänä halvalla,-1
työttömiä,-1
kustannustehokkaamaksi,-1
parkkikolikkopussukka,1
vapaaaehtoisen,1
maalailiiton,1
romanttinensävytteinen,2
itserakkaalle,-1
paikkaankyseinen,1
kiusatu,-1
hukassakaunis,1
ärsyttttttävä,-2
kaunistahyv,1
viisaampijna,1
rauhatonpaikka,-1
seksifiiliiksissä,1
kostohakuinen,-2
raakempaa,-1
vaalimaa viipuri,1
kaveri romanttinen,2
paskassi,-1
orjii,-2
naakkamainen,-1
kaunehimmat,1
paskoomassa,-1
hirrrrrrrrrrrrrrvee,-1
kosteempaa,-1
flirttivinkeä,1
pelastuskelpoinen,1
huulisynkkä,1
pelastus opillinen,1
pelastusopillinen,1
suuruus mielihaha,-2
väkivaltane,-1
kusettu,-1
tiimiiniupeaa,1
surullisisnta,-1
rikollisuuttaa,-2
kiinnoastaa,1
paaskasempaa,-2
arvokas,1
paniikkioireinen,1
suuuuurtilalliset,1
suurtempaa,1
hyvänkokonen,1
huomattavastitasokkaampi,1
huumetyyppinen,-1
mielenkiintosampaa,1
pahimpii,-1
vitttuuntunut,-4
kaameempaa,1
hyvämahdollinen,1
ennenkaikkeaan,1
ilosella,1
hyväksikäyttökulttuurinen,-2
halittsemattomia,-1
hyviiiiii,1
epätarkkaavainen,1
laittomuusden,-1
liikkumis,1
arvokkakaaksi,1
syntiseksi,-1
pahaanoloon,-1
ennakkomainostaa,1
tänäääääään,1
vainotyylinen,-2
epävakaapersonalisuus,-1
narsistikokoomuslainen,-1
saaraaloinen,-1
korruptiosoitunut,-2
rikolllinen,-1
iloinenilta,1
hyökäävämpi,-2
vahingolliisena,-1
vittumaisii,-3
piiloaggressiivinen,-1
viisaisiin,1
unohtaaan,1
laitonta,-1
vaapaat,1
kovamuovietuvetopellelaatikko,1
onseuraavaa,1
poltaisi,-1
laasereillekaan,1
pahakeksiä,-1
sairaaaan,1
inhottaaa,-3
paskkipate,-1
poltetttu,-1
hautala kohu,-1
hyökkäysta,-2
surullisii,-1
aktiivi,1
nöyryytämistä,-1
positiivimittainenuusi,1
vahinvoittamisenhakuisena,-1
onnellinenel,1
työttömysturvaakin,-1
ihaillapalvelu,1
uusintauusi,1
stressiherkkä,-1
vaihto ehdoton,1
hiilihydraaattipitoista,1
kaverinkans,1
halvaantuaa,-2
vaimosiihanaa,1
mustasukkaisukkaisia,1
synttärittanssi,1
minkkäälaisii,1
rattaatpakka,1
pahaisellaki,-1
vähähiilihyraattisella,1
niinlamaantunut,1
paskaita,-1
haittaaparas,1
paljonliikaakin,1
mahdolliisuus,1
sairaalaassa,1
rauhaaate,2
mielekkaaksi,1
sielullinenuusi,1
suutelehalaa,1
kyrpäkarvas,-1
työttömät,-1
kuuliis,1
valehteleejos,-1
llataa,1
suuretuu,1
hyväk,1
länsimaalainentyyppinen,1
hotttt,1
hyväksikäyttämillä,-2
riidellätyylinen,1
naapurimaalainen,1
shokkivärinen,-1
liiitto,1
osuuspankkin,1
sulikkaa,1
työttömienkien,-1
ampua ase,-1
väliinhyökkäyksiä,1
rikollisia,-1
uusityyppinen,1
mustasukkainentakki,1
kuumiahuulia,1
tosi iloinen,3
laitteleppa,-1
tyhmyyde,-1
viitteliäisyydestä,1
parisuhdettaaan,1
viikkovakio,1
uupumaanlis,1
vastaavanlaisii,1
puhtaanpaan,1
sairastuuu,1
riitaherkkä,-1
hihuliikkeissä,1
loukkaaaika,1
ruotsiisakkooo,1
suurepaa,1
kauppaliikkeinen,1
jatkuvvaa,1
naarmutaa,1
maukass,1
juutalainentyyppinen,1
kinkkutyyppinen,1
kilttaa,1
valehtejoita,-1
haluan rikollinen,-1
asekaupallinen,-1
nopeeaa,1
hyväksyälautakunta,1
hyväkuntoselle,1
impivaaratyylinen,1
kuulekkeide,1
valjjnhhm,1
sutjakkaalle,1
satelliittipaikkateinen,1
kuulletkaa,1
suunpieliintuovaksi,1
erityinenosaaami,1
valvoessaihana,1
ihanna,1
myrkyllinenimpi,-1
salaattiikä,1
taistelu,-1
epäammattimainen,-1
laittattaa,-1
karulaukkkaa,1
vaatiivien,1
koliikkiaikuinen-1
hyvänn,1
uuskarismaattinen,1
saaatavilla,1
ihastuksestas,1
laadukkaintaa,1
kepu rikollisten,-1
ihastuksene,1
lutikkavapaa,1
kuulllut,1
hyväluminen,1
paskimpaan,-1
niinimaa teppo,1
nuuskuttaa,1
vituttaa,1
viisaatfi,1
uusisakki,1
uhkaillasoittaa,-1
kohttaa,1
amerikkalaisii,1
avoleskenä,2
kiusatessaansiit,-1
hymylkää,1
muijaajaa,1
hiiihiiii,1
vastaavaajonka,1
henkihengellinen,1
hautaloinnut,-1
hyväks,1
viiisas,1
vauvapyöreet,1
itkelen,-1
iloista antajaa,1
halvathinnatcomista,-1
rakkaudellisempaa,1
viitsiväokaan,1
työttömiemkin,-1
ristikkoikkunainen,1
polttopuinen,-1
harmittomiaei,-1
lng tekniikka,1
allarohkeaa,1
kiusallista,-1
markkinattutkimuslinkki,1
nskiltti,1
hurmaavakäytöksinen,1
piikkise,1
maaatillista,1
milllasii,1
negatiivisuushakuinen,1
nsa ystävällisempi,1
vaativaa,1
vittumaisia,-3
konesalia tekniikka,1
normaalijakaantuman,1
spiruliinaa,1
parannakkaan,1
terrorivastainen,-3
kuuluu huono,1
kauneimmallesi,1
huikkimaan,1
paskapäinen,-1
vastaamaanolen,1
rullaportaakki,1
vahingllisiksi,-1
vihanem,-1
iakaikkisuudessa,1
ykkönenkaarti,1
vahinhgontekona,-1
vajjaa,1
viisaanpana,1
karrrrvainen,1
vähittäinenmyyntipaikka,1
uudisrakentaa,1
mustamaalaata,1
sykkivälllä,1
häälyyttävä,1
vankeuttasek,-1
radicaalisii,1
rulaantuu,1
viherpiirtäjäkommunistikapitalistisuurpääomanperseenuolijayrittäsika,1
kuunnellalaitehössäkkä,1
oikeinmiss,1
raahaton,-1
rauhalisilla,1
parkkeeraajien,1
haluukkaaan,1
kusettamis,-1
kusipäään,-1
laittieella,-1
paskatette,-1
hienoillaautoillaan,1
hyökkäjistä,-2
julkkispiire,1
uusliberaalista,1
kuullukkaan,1
kyrpähimoinen,-1
kokkarippaska,-1
idioottihankkis,-2
huorra,-2
itä uudellamaan,1
aamutokkurainen,1
hyökkäysvalmis,-2
hauskat,1
ohitttaa,1
hyymyilevien,1
viiskytviis,1
kurniiii,1
nuorekkaan,1
vilkasliikkeinen,1
kaittaa,1
massiiii,1
ei tarpeeksi hyvännäköinen,1
filkkaa,1
viipyyyyyyy,1
kiireellisyysluokka,1
hiekkalaatikkoikäinen,1
idioottivihreä,-2
vatsaanottamaan,1
parasneh,1
erityyppinentäkki,1
mukavuuttaa,1
viikkoatuntia,1
kokemattomiaaa,1
arkkiliberaali,1
vihoilliset,-1
ostetttuu,1
merkkiherkkä,1
piilokiusaavat,1
noutaarakastaa,2
itsemurhall,-3
kiusattukkin,-1
parapsyykkinen,1
hauskakuuloinen,1
suuura,1
amoroso,1
istutakkaan,1
yllätyys,1
järjrikollis,-1
riipustautuu,1
ystäviäkannattaa,1
polttoainepihi,-1
harmaantaa,1
vastaamaamaan,1
svedumaisiin,-1
pedoliifisen,-4
anteeksikaunista,1
kilttiyht,1
buuuuströmmi,1
iankkaikkista,1
kv asekauppias,-1
kosteusriski,-1
vaarmuudeksi,1
mentaalisairaalaan,1
typeraatio,-1
näkemyksiämustienurheilustringientakaajaniidenulkouolelta,1
niitteikäsii,1
infoaanijaviihdefi,1
failcraft,-1
parhaanbkaverinkaa,1
merkkimitoittaa,1
myyntivastaava,1
vaikkkei,1
vahiingossa,-1
kiiinnostas,1
koputtanutkaunis,1
cccc,1
uuteee,1
kuiiia,1
kuulapurkkifi,1
reenaamaa,1
pahapidellä,-1
natsi tyyppinen,-2
ryssävihamielinen,-1
tuhotasaldo,-1
kummallakkaan,1
nuuskamuikkusten,1
valehtedeltu,-1
saaraa,1
hydraulikkka,1
linkkki,1
känkkäränkkäjumala,1
kiiinnitti,1
öyhöttävien,-1
vahikoa,-1
narkkariöykkäri,1
hukkailemaan,1
vainohrhainen,-2
kiviipiiras,1
väkivalta janoinen,-1
hyväjalkainen,1
iloa hytötyä,1
suurimmasssa,1
pizzaaa,1
kiinnstaa,1
paskempana,-1
tähäntyyliin,1
fiilistelymusaa,1
älyykyydeltä,1
heeehhh,1
jokasuuntaa,1
puulämmmitteinen,1
lkiikkeese,1
vahingoollisena,-1
parkkipaavo,1
pillleripurkki,1
rakaastaa,3
hyvä kuntoinen,1
anarkisoivaa,-1
kuristuspaitojakaa,-3
parempaaa,1
puoli itkuinen,-1
iloinensävyinen,1
kamujes,1
paremmuuttaantarvitsevat,1
kosteankin,-1
kiusastut,-1
vaaralllisina,1
kummalliseksipakkomyynniksi,1
niijaa,1
kiusaamaksi,-1
hyväkasvattaa,1
huudellaa,1
kiinnostraa,1
luokkii,1
kaveropyyntö,1
kiinaauto,1
kyrpäkeskeinen,-1
rikollinenvyöry,-1
puuttuui,1
mukalaadukkaalla,1
epäsosiaalisii,1
tasapäävaltuuttaa,1
vatsakkammaatkin,1
musiikkiskene,1
ikkunaiines,1
ennakkouutisoida,1
kiivastahtinenuusi,1
rumatikkivarsinainen,-1
syntineniso,-1
punakkanaamainen,1
infomaatiotilaisuus,1
stalkkaajamaiselta,1
tyylikkäinnaisten,1
kiikaat,1
pelle peloton,1
gaalatyyppinen,1
vaihtuvuuttaa,1
kiikaavan,1
väkivaltainenkaupunki,-1
väkivalta purkautuvasta,-1
pidothaarukka,1
kiiniittämisen,1
siiveetömyydeksi,1
kapuuuum,1
työttömyysja,-1
paskavärinen,-1
markkinatmyynti,1
tavallistapahalta,-1
maalimalaajuinen,1
seksuaalienergiaanne,1
puuttii,1
totuuu,1
uuenn,1
kiinostaaei,1
palkkkaa,1
super lempeä,1
kiinteäpalkkainen,1
viiihdyttävimmät,1
monttaa,1
pelasttaa,1
laaatu,1
suutaankovaksi,1
muslmiisotilaaksi,1
kiinavapaa,1
pilkataa,-1
vahistusta,-1
aaaaivan,1
hunaajaa,1
vaakuutus,1
viitonensuosikki,1
mukamaaan,1
kiviniemiliimatukkainen,1
kusetaakseen,-1
vastaajaanterv,1
valeshrinkki,-1
tuskastellut,-1
uuskarismaattista,1
uuurpo,1
puolellakaikkii,1
aviolittokin,2
nokkaantunu,1
